epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,phase
1,24.3411,1.44911,6.18588,1.41518,0.48204,0.35113,0.34585,0.22052,1.40766,inf,1.34248,0.00890737,7.37e-06,7.37e-06,3
2,42.1591,1.43632,6.02598,1.4082,0.48684,0.33665,0.33812,0.21857,1.40277,inf,1.34033,0.00771541,1.54062e-05,1.54062e-05,3
3,57.2911,1.4201,5.95914,1.39425,0.50289,0.34857,0.34675,0.22493,1.39129,inf,1.32928,0.00652343,2.34271e-05,2.34271e-05,3
4,72.5162,1.40028,5.77652,1.37982,0.50164,0.35931,0.35949,0.23451,1.37287,inf,1.31675,0.00533142,3.14208e-05,3.14208e-05,3
5,88.167,1.4106,5.79273,1.38898,0.4995,0.36398,0.37127,0.24255,1.35764,inf,1.30534,0.00413938,3.93757e-05,3.93757e-05,3
6,104.798,1.36611,5.60655,1.36068,0.49725,0.37024,0.37391,0.24498,1.34519,inf,1.29851,0.00294728,4.72801e-05,4.72801e-05,3
7,120.477,1.37004,5.50681,1.36041,0.50721,0.36799,0.37696,0.24645,1.34059,inf,1.29283,0.00175512,5.51224e-05,5.51224e-05,3
8,137.062,1.34881,5.43278,1.34812,0.50127,0.36866,0.37861,0.24783,1.33789,inf,1.29003,0.000562891,6.28912e-05,6.28912e-05,3
9,151.918,1.36114,5.4488,1.35741,0.51669,0.36814,0.38212,0.24945,1.33076,inf,1.28521,6.59581e-05,6.59581e-05,6.59581e-05,3
10,168.241,1.33106,5.29546,1.33322,0.53152,0.36696,0.3831,0.25104,1.33066,inf,1.28323,6.56831e-05,6.56831e-05,6.56831e-05,3
11,183.75,1.32741,5.22373,1.33336,0.53402,0.36573,0.3838,0.25161,1.33011,inf,1.27959,6.53768e-05,6.53768e-05,6.53768e-05,3
12,198.677,1.32938,5.20583,1.33151,0.51723,0.37102,0.38599,0.25396,1.33074,inf,1.28169,6.50393e-05,6.50393e-05,6.50393e-05,3
13,215.469,1.31922,5.13997,1.32569,0.53123,0.37067,0.38972,0.25612,1.32773,inf,1.28112,6.4671e-05,6.4671e-05,6.4671e-05,3
14,229.299,1.31395,5.11048,1.3216,0.52198,0.37029,0.38993,0.25669,1.32395,inf,1.27898,6.42723e-05,6.42723e-05,6.42723e-05,3
15,245.351,1.31869,5.11285,1.32185,0.51395,0.37314,0.38897,0.25598,1.32535,inf,1.28174,6.38436e-05,6.38436e-05,6.38436e-05,3
16,260.1,1.31499,5.08824,1.32022,0.49972,0.38012,0.39237,0.25832,1.32293,inf,1.27925,6.33852e-05,6.33852e-05,6.33852e-05,3
17,276.286,1.31147,5.06369,1.32254,0.53694,0.37271,0.39509,0.25965,1.32438,inf,1.28099,6.28977e-05,6.28977e-05,6.28977e-05,3
18,291.806,1.307,5.06349,1.32291,0.52255,0.37468,0.39622,0.26096,1.32105,inf,1.27531,6.23815e-05,6.23815e-05,6.23815e-05,3
19,307.269,1.29871,4.94785,1.3096,0.5268,0.37899,0.39759,0.26217,1.3202,inf,1.2732,6.18371e-05,6.18371e-05,6.18371e-05,3
20,322.971,1.28557,4.86352,1.30446,0.5233,0.37974,0.39796,0.26255,1.31875,inf,1.27448,6.12651e-05,6.12651e-05,6.12651e-05,3
21,339.682,1.29382,4.91078,1.30651,0.53716,0.37291,0.39862,0.26235,1.31886,inf,1.27477,6.0666e-05,6.0666e-05,6.0666e-05,3
22,354.165,1.27607,4.89255,1.30165,0.52903,0.37713,0.40035,0.26376,1.31909,inf,1.2753,6.00405e-05,6.00405e-05,6.00405e-05,3
23,369.301,1.28357,4.82139,1.30124,0.52513,0.38075,0.40158,0.26456,1.31957,inf,1.27516,5.93891e-05,5.93891e-05,5.93891e-05,3
24,384.682,1.2799,4.7927,1.29779,0.52191,0.38375,0.40089,0.26337,1.3187,inf,1.27505,5.87124e-05,5.87124e-05,5.87124e-05,3
25,400.282,1.29852,4.83726,1.31382,0.53276,0.3789,0.40046,0.26368,1.31545,inf,1.27446,5.80112e-05,5.80112e-05,5.80112e-05,3
26,417.038,1.27231,4.77882,1.29976,0.52466,0.38984,0.40393,0.26551,1.31962,inf,1.27335,5.72862e-05,5.72862e-05,5.72862e-05,3
27,431.672,1.28636,4.87707,1.30653,0.52837,0.38863,0.40367,0.26489,1.31626,inf,1.27311,5.6538e-05,5.6538e-05,5.6538e-05,3
28,448.036,1.2561,4.72065,1.29043,0.54504,0.37837,0.40188,0.26395,1.32193,inf,1.2749,5.57674e-05,5.57674e-05,5.57674e-05,3
29,464.035,1.26098,4.69235,1.28307,0.5463,0.37914,0.40296,0.26481,1.32234,inf,1.27471,5.49752e-05,5.49752e-05,5.49752e-05,3
30,478.939,1.25334,4.67418,1.28533,0.54281,0.38227,0.40361,0.26522,1.32177,inf,1.27547,5.41621e-05,5.41621e-05,5.41621e-05,3
31,495.316,1.25604,4.67506,1.28808,0.52344,0.39057,0.40308,0.26463,1.32073,inf,1.27681,5.33289e-05,5.33289e-05,5.33289e-05,3
32,510.519,1.25767,4.6721,1.28525,0.52006,0.38908,0.40263,0.26448,1.32211,inf,1.27712,5.24765e-05,5.24765e-05,5.24765e-05,3
33,526.706,1.24452,4.59689,1.27327,0.54126,0.38557,0.40297,0.26496,1.32523,inf,1.28195,5.16057e-05,5.16057e-05,5.16057e-05,3
34,541.264,1.24869,4.66614,1.2838,0.52971,0.38649,0.40225,0.26416,1.32425,inf,1.27877,5.07174e-05,5.07174e-05,5.07174e-05,3
35,557.335,1.24215,4.54306,1.26817,0.52586,0.38582,0.4026,0.26387,1.32578,inf,1.27917,4.98124e-05,4.98124e-05,4.98124e-05,3
36,572.634,1.25166,4.67785,1.28427,0.56068,0.37354,0.40104,0.26364,1.32277,inf,1.27707,4.88916e-05,4.88916e-05,4.88916e-05,3
37,588.027,1.22564,4.53706,1.2724,0.54014,0.38089,0.40124,0.26332,1.32603,inf,1.27917,4.7956e-05,4.7956e-05,4.7956e-05,3
38,604.281,1.23057,4.5594,1.2725,0.5543,0.37825,0.40118,0.26315,1.32863,inf,1.27976,4.70064e-05,4.70064e-05,4.70064e-05,3
39,619.148,1.22656,4.50925,1.27011,0.56391,0.37847,0.40217,0.26387,1.32331,inf,1.27829,4.60439e-05,4.60439e-05,4.60439e-05,3
40,635.426,1.22884,4.50225,1.27076,0.54045,0.3829,0.40166,0.26493,1.32504,inf,1.2785,4.50692e-05,4.50692e-05,4.50692e-05,3
41,650.438,1.24346,4.57603,1.27706,0.53547,0.38126,0.40294,0.26427,1.32871,inf,1.27815,4.40835e-05,4.40835e-05,4.40835e-05,3
42,665.803,1.24479,4.56686,1.27994,0.53877,0.3842,0.40293,0.26512,1.32468,inf,1.27982,4.30877e-05,4.30877e-05,4.30877e-05,3
43,681.757,1.23236,4.51589,1.27432,0.55025,0.37464,0.40217,0.26445,1.32823,inf,1.28242,4.20828e-05,4.20828e-05,4.20828e-05,3
44,697.032,1.22822,4.48408,1.26689,0.55672,0.37753,0.40476,0.26531,1.32694,inf,1.28026,4.10697e-05,4.10697e-05,4.10697e-05,3
45,712.723,1.23366,4.50628,1.27452,0.55511,0.38005,0.40426,0.26538,1.32466,inf,1.27927,4.00495e-05,4.00495e-05,4.00495e-05,3
46,727.459,1.21712,4.4711,1.26337,0.55594,0.38196,0.40384,0.26478,1.32582,inf,1.27885,3.90231e-05,3.90231e-05,3.90231e-05,3
47,744.149,1.20531,4.38103,1.25586,0.55436,0.38394,0.40321,0.26412,1.32652,inf,1.28144,3.79917e-05,3.79917e-05,3.79917e-05,3
48,759.119,1.21653,4.42577,1.26673,0.54707,0.38851,0.40607,0.26576,1.32839,inf,1.28105,3.69561e-05,3.69561e-05,3.69561e-05,3
49,775.548,1.20347,4.4003,1.2564,0.52808,0.3911,0.4066,0.26722,1.32668,inf,1.28152,3.59174e-05,3.59174e-05,3.59174e-05,3
50,789.839,1.2148,4.43106,1.26035,0.53826,0.38762,0.40473,0.2658,1.32891,inf,1.2813,3.48767e-05,3.48767e-05,3.48767e-05,3
51,807.023,1.2337,4.45883,1.26912,0.53765,0.38732,0.40466,0.26507,1.32714,inf,1.28049,3.3835e-05,3.3835e-05,3.3835e-05,3
52,821.408,1.22558,4.43866,1.26714,0.53841,0.3892,0.40444,0.26488,1.32699,inf,1.27988,3.27933e-05,3.27933e-05,3.27933e-05,3
53,837.367,1.21692,4.40597,1.26616,0.53486,0.3902,0.4062,0.26566,1.32722,inf,1.27901,3.17526e-05,3.17526e-05,3.17526e-05,3
54,853.379,1.2173,4.40606,1.26586,0.53848,0.39204,0.40653,0.26537,1.32742,inf,1.28044,3.07139e-05,3.07139e-05,3.07139e-05,3
55,868.725,1.2124,4.40903,1.26738,0.54346,0.38792,0.40593,0.26523,1.33123,inf,1.28316,2.96783e-05,2.96783e-05,2.96783e-05,3
56,883.505,1.20262,4.33973,1.25621,0.51681,0.39327,0.40585,0.26539,1.32755,inf,1.27895,2.86469e-05,2.86469e-05,2.86469e-05,3
57,899.298,1.20928,4.37553,1.2597,0.5394,0.38177,0.40605,0.2651,1.33223,inf,1.2828,2.76205e-05,2.76205e-05,2.76205e-05,3
58,916.205,1.19792,4.33063,1.25248,0.52617,0.38791,0.40573,0.26552,1.32958,inf,1.2818,2.66003e-05,2.66003e-05,2.66003e-05,3
59,931.033,1.18957,4.32616,1.24848,0.53813,0.39031,0.40634,0.26591,1.32847,inf,1.28062,2.55872e-05,2.55872e-05,2.55872e-05,3
60,946.662,1.18796,4.30361,1.24562,0.51614,0.39387,0.40606,0.26596,1.32878,inf,1.28201,2.45823e-05,2.45823e-05,2.45823e-05,3
61,962.858,1.20068,4.33657,1.25182,0.52684,0.3903,0.40598,0.26593,1.32916,inf,1.28207,2.35865e-05,2.35865e-05,2.35865e-05,3
62,978.089,1.19831,4.32141,1.2561,0.54401,0.39008,0.40695,0.26626,1.32963,inf,1.2841,2.26008e-05,2.26008e-05,2.26008e-05,3
63,993.75,1.21009,4.34174,1.25862,0.52441,0.39572,0.40667,0.26607,1.32902,inf,1.28295,2.16261e-05,2.16261e-05,2.16261e-05,3
64,1010.06,1.2112,4.33494,1.2612,0.54232,0.3912,0.40665,0.26587,1.32898,inf,1.28231,2.06636e-05,2.06636e-05,2.06636e-05,3
65,1024.82,1.20534,4.31858,1.25182,0.52675,0.39439,0.40665,0.26617,1.32967,inf,1.28208,1.9714e-05,1.9714e-05,1.9714e-05,3
66,1040.17,1.19382,4.2745,1.24826,0.52245,0.39411,0.40582,0.26564,1.32891,inf,1.28232,1.87784e-05,1.87784e-05,1.87784e-05,3
67,1056.07,1.19539,4.30328,1.25027,0.52316,0.39119,0.40673,0.26615,1.32877,inf,1.28192,1.78576e-05,1.78576e-05,1.78576e-05,3
68,1071.93,1.18088,4.22121,1.2427,0.52905,0.38912,0.40657,0.2659,1.32884,inf,1.28278,1.69526e-05,1.69526e-05,1.69526e-05,3
69,1086.05,1.19746,4.27505,1.24566,0.5264,0.39062,0.40742,0.26624,1.32854,inf,1.28316,1.60643e-05,1.60643e-05,1.60643e-05,3
70,1101.6,1.19553,4.29734,1.25064,0.52497,0.38867,0.40705,0.2658,1.33059,inf,1.28297,1.51935e-05,1.51935e-05,1.51935e-05,3
71,1118.47,1.19362,4.26698,1.24876,0.52455,0.39138,0.40684,0.26635,1.33002,inf,1.28317,1.43411e-05,1.43411e-05,1.43411e-05,3
72,1133.05,1.18301,4.23855,1.24211,0.52237,0.39576,0.40689,0.26649,1.32902,inf,1.28378,1.35079e-05,1.35079e-05,1.35079e-05,3
73,1149.94,1.17239,4.22754,1.23969,0.53232,0.38981,0.4068,0.26669,1.33092,inf,1.28461,1.26948e-05,1.26948e-05,1.26948e-05,3
74,1165.11,1.18839,4.29165,1.25061,0.52109,0.3923,0.40629,0.26649,1.33166,inf,1.28407,1.19026e-05,1.19026e-05,1.19026e-05,3
75,1180.06,1.19801,4.31552,1.25221,0.52811,0.38845,0.40644,0.26609,1.33152,inf,1.28463,1.1132e-05,1.1132e-05,1.1132e-05,3
76,1195.15,1.19595,4.30132,1.24848,0.52592,0.39067,0.40627,0.266,1.33201,inf,1.28531,1.03838e-05,1.03838e-05,1.03838e-05,3
77,1211.74,1.19897,4.26526,1.24961,0.52372,0.39274,0.4055,0.26557,1.33258,inf,1.28578,9.65876e-06,9.65876e-06,9.65876e-06,3
78,1227.29,1.20221,4.25559,1.24891,0.5237,0.39499,0.40589,0.26618,1.3329,inf,1.28549,8.95757e-06,8.95757e-06,8.95757e-06,3
79,1242.6,1.19137,4.28202,1.24976,0.51992,0.39555,0.40581,0.266,1.3323,inf,1.28526,8.28093e-06,8.28093e-06,8.28093e-06,3
80,1259.22,1.20913,4.29718,1.25656,0.51065,0.39768,0.40665,0.26602,1.33172,inf,1.28528,7.62951e-06,7.62951e-06,7.62951e-06,3
81,1274.48,1.19305,4.26967,1.25101,0.51733,0.3949,0.4062,0.26621,1.33176,inf,1.28521,7.00395e-06,7.00395e-06,7.00395e-06,3
82,1290.0,1.20139,4.2906,1.25375,0.51929,0.39698,0.40687,0.26639,1.33189,inf,1.28528,6.40487e-06,6.40487e-06,6.40487e-06,3
83,1306.09,1.19892,4.27136,1.25263,0.5187,0.39628,0.40645,0.26594,1.33203,inf,1.28538,5.83286e-06,5.83286e-06,5.83286e-06,3
84,1322.26,1.19183,4.25989,1.24707,0.52046,0.39588,0.4069,0.26609,1.33157,inf,1.2851,5.28849e-06,5.28849e-06,5.28849e-06,3
85,1336.86,1.18052,4.25323,1.24759,0.51807,0.39542,0.4069,0.26589,1.33166,inf,1.28485,4.77229e-06,4.77229e-06,4.77229e-06,3
86,1352.17,1.19063,4.28137,1.25003,0.5187,0.3958,0.40709,0.26633,1.33088,inf,1.28435,4.28477e-06,4.28477e-06,4.28477e-06,3
87,1367.01,1.1802,4.24583,1.24201,0.51825,0.39616,0.40775,0.26649,1.33104,inf,1.28451,3.82641e-06,3.82641e-06,3.82641e-06,3
88,1383.83,1.19444,4.24668,1.24685,0.52047,0.39578,0.40786,0.26695,1.33111,inf,1.28456,3.39767e-06,3.39767e-06,3.39767e-06,3
89,1398.62,1.18792,4.24918,1.24597,0.52398,0.39473,0.40751,0.26692,1.33152,inf,1.285,2.99896e-06,2.99896e-06,2.99896e-06,3
1,20.0034,1.46652,6.37385,1.42479,0.48503,0.34326,0.34405,0.21863,1.41336,inf,1.34734,0.00930469,4.69e-06,4.69e-06,4
2,32.1821,1.44418,6.14002,1.41267,0.47221,0.34509,0.33774,0.21746,1.40688,inf,1.34654,0.00851005,1.00475e-05,1.00475e-05,4
3,43.8869,1.41927,5.97308,1.39679,0.45391,0.34967,0.33597,0.21745,1.40183,inf,1.34,0.00771539,1.53949e-05,1.53949e-05,4
4,56.4975,1.38102,5.76832,1.36864,0.45599,0.3524,0.34238,0.22183,1.38814,inf,1.32664,0.00692072,2.07244e-05,2.07244e-05,4
5,66.8813,1.38699,5.79455,1.37358,0.49321,0.34936,0.34929,0.22701,1.37958,inf,1.32245,0.00612603,2.6028e-05,2.6028e-05,4
6,79.2059,1.38836,5.68013,1.37344,0.49207,0.3479,0.35695,0.23313,1.36886,inf,1.31504,0.0053313,3.12981e-05,3.12981e-05,4
7,91.1696,1.39233,5.67313,1.37343,0.4933,0.35716,0.36339,0.23606,1.36294,inf,1.30981,0.00453653,3.65269e-05,3.65269e-05,4
8,102.571,1.38631,5.6122,1.36964,0.4973,0.35924,0.36897,0.23991,1.35497,inf,1.30541,0.00374171,4.17068e-05,4.17068e-05,4
9,113.448,1.36866,5.4941,1.3524,0.50051,0.3672,0.37123,0.24211,1.35095,inf,1.3009,0.00294683,4.68302e-05,4.68302e-05,4
10,124.779,1.369,5.42731,1.35124,0.52124,0.35599,0.37214,0.24143,1.35192,inf,1.30124,0.00215189,5.18897e-05,5.18897e-05,4
11,136.095,1.38128,5.49482,1.35895,0.51398,0.35886,0.37443,0.24337,1.34723,inf,1.29658,0.00135688,5.68778e-05,5.68778e-05,4
12,147.833,1.35799,5.41225,1.34639,0.51528,0.35812,0.37456,0.24339,1.34451,inf,1.29587,0.000561787,6.17873e-05,6.17873e-05,4
13,159.405,1.34829,5.34555,1.34852,0.50657,0.36628,0.37598,0.24423,1.34379,inf,1.29299,6.4671e-05,6.4671e-05,6.4671e-05,4
14,171.768,1.33126,5.27967,1.3379,0.51455,0.3639,0.37727,0.24576,1.34443,inf,1.29358,6.42723e-05,6.42723e-05,6.42723e-05,4
15,182.857,1.36166,5.33037,1.35767,0.50363,0.36901,0.37735,0.24672,1.33937,inf,1.28966,6.38436e-05,6.38436e-05,6.38436e-05,4
16,193.549,1.31908,5.15448,1.32619,0.50904,0.36684,0.37738,0.24686,1.34102,inf,1.28957,6.33852e-05,6.33852e-05,6.33852e-05,4
17,206.204,1.33885,5.17435,1.33915,0.51367,0.3654,0.37804,0.24661,1.33801,inf,1.28619,6.28977e-05,6.28977e-05,6.28977e-05,4
18,217.822,1.32891,5.16048,1.33447,0.50857,0.36376,0.3777,0.24701,1.33638,inf,1.2856,6.23815e-05,6.23815e-05,6.23815e-05,4
19,230.577,1.30755,5.05969,1.3187,0.50006,0.37728,0.38111,0.2493,1.33751,inf,1.28564,6.18371e-05,6.18371e-05,6.18371e-05,4
20,240.784,1.29213,4.93583,1.30476,0.51139,0.37642,0.38387,0.25086,1.33629,inf,1.28514,6.12651e-05,6.12651e-05,6.12651e-05,4
21,252.287,1.30609,5.06625,1.32417,0.52723,0.36972,0.38468,0.25165,1.33697,inf,1.2865,6.0666e-05,6.0666e-05,6.0666e-05,4
22,264.361,1.30665,4.99121,1.31914,0.51966,0.37497,0.3867,0.25312,1.33504,inf,1.28641,6.00405e-05,6.00405e-05,6.00405e-05,4
23,275.926,1.29783,4.97018,1.31689,0.51095,0.38115,0.38615,0.25232,1.33356,inf,1.2874,5.93891e-05,5.93891e-05,5.93891e-05,4
24,287.122,1.28152,4.86535,1.30451,0.51239,0.37934,0.38585,0.25205,1.3345,inf,1.28705,5.87124e-05,5.87124e-05,5.87124e-05,4
25,297.573,1.28411,4.90362,1.30478,0.53117,0.37391,0.38811,0.25309,1.33578,inf,1.28829,5.80112e-05,5.80112e-05,5.80112e-05,4
26,308.802,1.28891,4.90403,1.31243,0.51057,0.38409,0.38784,0.25264,1.33607,inf,1.287,5.72862e-05,5.72862e-05,5.72862e-05,4
27,321.589,1.26717,4.83924,1.29645,0.52162,0.37696,0.38788,0.25271,1.33554,inf,1.28516,5.6538e-05,5.6538e-05,5.6538e-05,4
28,333.49,1.2804,4.83773,1.30473,0.50186,0.38382,0.38859,0.25234,1.3378,inf,1.28952,5.57674e-05,5.57674e-05,5.57674e-05,4
29,344.351,1.24246,4.65406,1.27909,0.51586,0.38269,0.38848,0.25297,1.33956,inf,1.28885,5.49752e-05,5.49752e-05,5.49752e-05,4
30,356.259,1.28506,4.80424,1.30475,0.51856,0.38018,0.38955,0.25317,1.3386,inf,1.28874,5.41621e-05,5.41621e-05,5.41621e-05,4
31,367.106,1.27242,4.73082,1.29584,0.51872,0.38081,0.38997,0.25414,1.33582,inf,1.28788,5.33289e-05,5.33289e-05,5.33289e-05,4
32,378.377,1.2601,4.71796,1.29168,0.51753,0.37819,0.38875,0.25349,1.33599,inf,1.28764,5.24765e-05,5.24765e-05,5.24765e-05,4
33,388.817,1.2412,4.61455,1.28193,0.51211,0.37778,0.38765,0.25304,1.33631,inf,1.28875,5.16057e-05,5.16057e-05,5.16057e-05,4
34,403.007,1.27952,4.80756,1.30935,0.53183,0.37276,0.38806,0.25275,1.33773,inf,1.28897,5.07174e-05,5.07174e-05,5.07174e-05,4
35,413.42,1.23266,4.50381,1.2623,0.51834,0.37645,0.38819,0.25271,1.33814,inf,1.28775,4.98124e-05,4.98124e-05,4.98124e-05,4
36,424.342,1.24852,4.63625,1.28283,0.52404,0.37857,0.38921,0.25369,1.3385,inf,1.28874,4.88916e-05,4.88916e-05,4.88916e-05,4
37,435.792,1.26086,4.75051,1.28827,0.51685,0.38365,0.39017,0.2534,1.34019,inf,1.28864,4.7956e-05,4.7956e-05,4.7956e-05,4
38,447.579,1.248,4.61626,1.28914,0.52517,0.38188,0.39076,0.25381,1.33965,inf,1.28782,4.70064e-05,4.70064e-05,4.70064e-05,4
39,459.728,1.25136,4.63179,1.28236,0.52018,0.38089,0.39074,0.2542,1.33809,inf,1.28631,4.60439e-05,4.60439e-05,4.60439e-05,4
40,470.934,1.25808,4.65712,1.28732,0.50867,0.3906,0.39034,0.25428,1.33873,inf,1.2874,4.50692e-05,4.50692e-05,4.50692e-05,4
41,481.336,1.23704,4.5806,1.27516,0.50459,0.3866,0.38927,0.25358,1.3404,inf,1.28852,4.40835e-05,4.40835e-05,4.40835e-05,4
42,493.196,1.25187,4.6285,1.28644,0.52969,0.3731,0.38761,0.25291,1.34113,inf,1.28887,4.30877e-05,4.30877e-05,4.30877e-05,4
43,503.839,1.22237,4.46699,1.26601,0.5365,0.37135,0.38735,0.25259,1.33929,inf,1.28756,4.20828e-05,4.20828e-05,4.20828e-05,4
44,516.636,1.26903,4.69779,1.29625,0.52152,0.37801,0.38844,0.25282,1.33906,inf,1.28796,4.10697e-05,4.10697e-05,4.10697e-05,4
45,528.576,1.23305,4.52865,1.27316,0.52593,0.37947,0.38988,0.25378,1.33887,inf,1.28718,4.00495e-05,4.00495e-05,4.00495e-05,4
46,539.466,1.23615,4.55515,1.26834,0.52409,0.38665,0.39192,0.25498,1.34039,inf,1.28792,3.90231e-05,3.90231e-05,3.90231e-05,4
47,550.498,1.22337,4.54131,1.27471,0.52908,0.38151,0.39176,0.25546,1.33997,inf,1.28734,3.79917e-05,3.79917e-05,3.79917e-05,4
48,562.319,1.22917,4.56833,1.27202,0.5319,0.37791,0.39082,0.25455,1.33904,inf,1.28666,3.69561e-05,3.69561e-05,3.69561e-05,4
49,573.496,1.20156,4.41376,1.25557,0.53098,0.38092,0.39144,0.25555,1.34114,inf,1.28943,3.59174e-05,3.59174e-05,3.59174e-05,4
50,584.607,1.23937,4.54112,1.28247,0.53618,0.37563,0.39072,0.25552,1.3431,inf,1.29147,3.48767e-05,3.48767e-05,3.48767e-05,4
51,595.721,1.22313,4.48842,1.2599,0.54618,0.37494,0.3919,0.25602,1.34256,inf,1.29197,3.3835e-05,3.3835e-05,3.3835e-05,4
52,607.861,1.20512,4.40474,1.25924,0.53653,0.37815,0.39366,0.25636,1.34144,inf,1.29081,3.27933e-05,3.27933e-05,3.27933e-05,4
53,619.863,1.21147,4.41889,1.26018,0.52451,0.38181,0.39283,0.25579,1.34185,inf,1.29143,3.17526e-05,3.17526e-05,3.17526e-05,4
54,630.707,1.22645,4.47282,1.27164,0.5217,0.38307,0.39246,0.25521,1.34255,inf,1.29147,3.07139e-05,3.07139e-05,3.07139e-05,4
55,642.559,1.22169,4.4201,1.26922,0.53022,0.38184,0.39322,0.25602,1.34102,inf,1.29032,2.96783e-05,2.96783e-05,2.96783e-05,4
56,654.1,1.19091,4.31792,1.2444,0.52655,0.38549,0.39377,0.25649,1.3417,inf,1.29058,2.86469e-05,2.86469e-05,2.86469e-05,4
57,665.917,1.18611,4.3165,1.25032,0.5154,0.38842,0.39335,0.25637,1.34284,inf,1.29093,2.76205e-05,2.76205e-05,2.76205e-05,4
58,677.017,1.20879,4.43022,1.25837,0.51648,0.38921,0.39315,0.25669,1.34276,inf,1.2914,2.66003e-05,2.66003e-05,2.66003e-05,4
59,688.38,1.21488,4.42049,1.25815,0.52204,0.38721,0.39325,0.25655,1.34147,inf,1.29146,2.55872e-05,2.55872e-05,2.55872e-05,4
60,699.936,1.20039,4.39824,1.25749,0.53972,0.37945,0.39381,0.25632,1.34145,inf,1.29316,2.45823e-05,2.45823e-05,2.45823e-05,4
61,711.273,1.20162,4.36607,1.25799,0.53352,0.38292,0.39314,0.25555,1.34308,inf,1.29329,2.35865e-05,2.35865e-05,2.35865e-05,4
62,723.157,1.19374,4.33783,1.25429,0.53086,0.38393,0.39251,0.25496,1.34509,inf,1.2941,2.26008e-05,2.26008e-05,2.26008e-05,4
63,733.983,1.2129,4.39845,1.26078,0.53032,0.38716,0.39339,0.25541,1.34425,inf,1.29371,2.16261e-05,2.16261e-05,2.16261e-05,4
64,745.685,1.1883,4.27455,1.24412,0.52626,0.38747,0.39303,0.25503,1.34396,inf,1.29314,2.06636e-05,2.06636e-05,2.06636e-05,4
65,756.836,1.20651,4.35244,1.25945,0.53875,0.38209,0.39298,0.25502,1.34565,inf,1.29381,1.9714e-05,1.9714e-05,1.9714e-05,4
66,768.581,1.17978,4.34594,1.24884,0.54285,0.38028,0.3937,0.25507,1.34637,inf,1.29485,1.87784e-05,1.87784e-05,1.87784e-05,4
67,779.924,1.22052,4.43726,1.27139,0.53127,0.38058,0.39285,0.25469,1.34665,inf,1.2945,1.78576e-05,1.78576e-05,1.78576e-05,4
68,790.583,1.21698,4.40409,1.26737,0.53705,0.37848,0.39215,0.25469,1.3472,inf,1.29486,1.69526e-05,1.69526e-05,1.69526e-05,4
69,802.902,1.18898,4.34302,1.24661,0.53833,0.37908,0.39231,0.25494,1.34686,inf,1.29521,1.60643e-05,1.60643e-05,1.60643e-05,4
70,814.054,1.17877,4.3235,1.2433,0.53921,0.3787,0.39264,0.25505,1.34546,inf,1.29415,1.51935e-05,1.51935e-05,1.51935e-05,4
71,825.252,1.20288,4.36593,1.25841,0.5358,0.38055,0.39325,0.25557,1.34419,inf,1.29379,1.43411e-05,1.43411e-05,1.43411e-05,4
72,836.522,1.20809,4.34335,1.25612,0.5307,0.38442,0.39295,0.25533,1.34487,inf,1.2945,1.35079e-05,1.35079e-05,1.35079e-05,4
73,847.225,1.18088,4.33318,1.24586,0.52614,0.38522,0.39199,0.25484,1.34664,inf,1.29579,1.26948e-05,1.26948e-05,1.26948e-05,4
74,858.84,1.18379,4.27254,1.24359,0.52552,0.38451,0.39234,0.25475,1.34675,inf,1.29575,1.19026e-05,1.19026e-05,1.19026e-05,4
75,872.396,1.19355,4.31648,1.25385,0.52416,0.38359,0.39296,0.25472,1.34705,inf,1.29612,1.1132e-05,1.1132e-05,1.1132e-05,4
76,883.304,1.20027,4.32864,1.25321,0.52691,0.38193,0.39306,0.25458,1.347,inf,1.29637,1.03838e-05,1.03838e-05,1.03838e-05,4
77,895.029,1.21883,4.39739,1.26636,0.52874,0.3815,0.39314,0.25453,1.34711,inf,1.29658,9.65876e-06,9.65876e-06,9.65876e-06,4
78,905.923,1.1912,4.33631,1.24995,0.53283,0.38085,0.39258,0.25458,1.34659,inf,1.29604,8.95757e-06,8.95757e-06,8.95757e-06,4
79,916.925,1.20989,4.37111,1.26544,0.52205,0.38444,0.39184,0.25408,1.34708,inf,1.29633,8.28093e-06,8.28093e-06,8.28093e-06,4
80,928.768,1.2017,4.34451,1.25623,0.51961,0.38765,0.39162,0.25407,1.34784,inf,1.29687,7.62951e-06,7.62951e-06,7.62951e-06,4
81,940.898,1.17522,4.21415,1.24037,0.52021,0.38905,0.39166,0.25404,1.34847,inf,1.29727,7.00395e-06,7.00395e-06,7.00395e-06,4
82,951.775,1.18821,4.32855,1.25236,0.51951,0.38906,0.39188,0.2542,1.34884,inf,1.29791,6.40487e-06,6.40487e-06,6.40487e-06,4
83,963.092,1.16704,4.14343,1.23394,0.52033,0.38743,0.39154,0.25391,1.34821,inf,1.29754,5.83286e-06,5.83286e-06,5.83286e-06,4
84,974.671,1.18285,4.23661,1.24121,0.52351,0.38625,0.39165,0.25385,1.34763,inf,1.29743,5.28849e-06,5.28849e-06,5.28849e-06,4
