epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,phase
35,671.511,1.24036,4.55237,1.26931,0.57143,0.40482,0.4164,0.27668,1.30955,4.83499,1.26597,4.98124e-05,4.98124e-05,4.98124e-05,1
36,691.509,1.23251,4.52701,1.26705,0.56908,0.40408,0.41589,0.27684,1.30759,4.8542,1.26381,4.88916e-05,4.88916e-05,4.88916e-05,1
37,709.719,1.24674,4.55308,1.27519,0.57527,0.39896,0.4163,0.27598,1.30893,4.86296,1.26618,4.7956e-05,4.7956e-05,4.7956e-05,1
38,728.232,1.232,4.52648,1.26927,0.58757,0.39139,0.41597,0.27553,1.30874,4.89285,1.26834,4.70064e-05,4.70064e-05,4.70064e-05,1
39,747.364,1.24971,4.52322,1.27631,0.57219,0.4033,0.41582,0.27586,1.30975,4.85583,1.2666,4.60439e-05,4.60439e-05,4.60439e-05,1
40,766.387,1.25276,4.55551,1.27638,0.57584,0.3981,0.4149,0.27514,1.31344,4.90544,1.26812,4.50692e-05,4.50692e-05,4.50692e-05,1
41,784.702,1.23795,4.50628,1.26942,0.58486,0.39582,0.41568,0.2754,1.31038,inf,1.26828,4.40835e-05,4.40835e-05,4.40835e-05,1
42,803.318,1.23575,4.51609,1.26524,0.5778,0.39686,0.415,0.27492,1.31078,4.88833,1.26665,4.30877e-05,4.30877e-05,4.30877e-05,1
43,821.682,1.22606,4.45452,1.26474,0.58565,0.38958,0.41419,0.27496,1.31258,inf,1.26844,4.20828e-05,4.20828e-05,4.20828e-05,1
44,841.697,1.22943,4.48617,1.26569,0.5847,0.39472,0.41614,0.27638,1.31034,4.8838,1.26562,4.10697e-05,4.10697e-05,4.10697e-05,1
45,860.206,1.22336,4.41526,1.26038,0.5903,0.39452,0.4147,0.27617,1.31162,4.88101,1.26809,4.00495e-05,4.00495e-05,4.00495e-05,1
46,879.442,1.22277,4.42866,1.25974,0.57974,0.3945,0.41431,0.27579,1.31308,4.88721,1.26734,3.90231e-05,3.90231e-05,3.90231e-05,1
47,897.271,1.2248,4.44961,1.26278,0.5822,0.39288,0.41578,0.2759,1.31299,4.89393,1.2698,3.79917e-05,3.79917e-05,3.79917e-05,1
48,916.786,1.22136,4.41943,1.26182,0.59081,0.39213,0.41454,0.27648,1.31017,4.88007,1.2676,3.69561e-05,3.69561e-05,3.69561e-05,1
49,934.881,1.22353,4.41428,1.25837,0.5799,0.39955,0.41554,0.27618,1.31322,inf,1.27073,3.59174e-05,3.59174e-05,3.59174e-05,1
50,954.794,1.22665,4.43217,1.26409,0.58345,0.39522,0.41751,0.27673,1.30973,4.89662,1.26746,3.48767e-05,3.48767e-05,3.48767e-05,1
51,972.273,1.21602,4.37944,1.25755,0.59334,0.39198,0.41895,0.27784,1.31247,4.8532,1.26662,3.3835e-05,3.3835e-05,3.3835e-05,1
52,992.236,1.23715,4.50632,1.2744,0.59975,0.38967,0.41885,0.27855,1.31215,inf,1.26836,3.27933e-05,3.27933e-05,3.27933e-05,1
53,1010.53,1.21402,4.40687,1.25972,0.5936,0.38875,0.41906,0.27851,1.31362,inf,1.26879,3.17526e-05,3.17526e-05,3.17526e-05,1
54,1029.91,1.2021,4.2977,1.25144,0.58546,0.39364,0.41723,0.27606,1.31479,4.88349,1.27126,3.07139e-05,3.07139e-05,3.07139e-05,1
55,1047.87,1.21485,4.39884,1.25713,0.59605,0.3897,0.41482,0.27537,1.31684,inf,1.27271,2.96783e-05,2.96783e-05,2.96783e-05,1
56,1066.59,1.2134,4.32564,1.25411,0.57565,0.39557,0.41528,0.27564,1.315,inf,1.27144,2.86469e-05,2.86469e-05,2.86469e-05,1
57,1085.98,1.21166,4.34797,1.25377,0.5798,0.3959,0.41515,0.27536,1.31371,4.90454,1.26924,2.76205e-05,2.76205e-05,2.76205e-05,1
58,1104.54,1.20819,4.33615,1.25507,0.5874,0.39406,0.41693,0.2771,1.31142,4.86878,1.26897,2.66003e-05,2.66003e-05,2.66003e-05,1
59,1123.47,1.21009,4.36907,1.25651,0.59057,0.39226,0.4163,0.27669,1.31288,inf,1.27096,2.55872e-05,2.55872e-05,2.55872e-05,1
60,1142.99,1.1919,4.243,1.24036,0.5762,0.39968,0.41773,0.27709,1.31266,4.85855,1.26977,2.45823e-05,2.45823e-05,2.45823e-05,1
61,1162.1,1.19326,4.27008,1.24356,0.57478,0.40153,0.41675,0.27601,1.3141,4.87826,1.27172,2.35865e-05,2.35865e-05,2.35865e-05,1
62,1181.18,1.20751,4.34379,1.25735,0.59369,0.39207,0.4235,0.28067,1.31347,4.87887,1.27065,2.26008e-05,2.26008e-05,2.26008e-05,1
63,1199.38,1.1894,4.30222,1.24118,0.58016,0.39764,0.42012,0.27916,1.31494,inf,1.27214,2.16261e-05,2.16261e-05,2.16261e-05,1
64,1218.63,1.18683,4.26832,1.24643,0.58983,0.3927,0.42089,0.27866,1.31415,inf,1.27182,2.06636e-05,2.06636e-05,2.06636e-05,1
65,1236.23,1.19464,4.25164,1.24483,0.58782,0.39256,0.41746,0.27696,1.31417,inf,1.27104,1.9714e-05,1.9714e-05,1.9714e-05,1
66,1255.96,1.213,4.29251,1.25407,0.58608,0.39643,0.41725,0.27617,1.31407,4.87377,1.2699,1.87784e-05,1.87784e-05,1.87784e-05,1
67,1273.8,1.20058,4.30385,1.24835,0.5733,0.40062,0.41748,0.27694,1.31231,inf,1.26984,1.78576e-05,1.78576e-05,1.78576e-05,1
68,1293.25,1.18633,4.25296,1.24126,0.58433,0.39405,0.41726,0.27673,1.31501,inf,1.273,1.69526e-05,1.69526e-05,1.69526e-05,1
69,1311.72,1.19224,4.26754,1.24457,0.58359,0.39529,0.41592,0.27569,1.31524,inf,1.27297,1.60643e-05,1.60643e-05,1.60643e-05,1
70,1331.12,1.20368,4.31344,1.25189,0.59314,0.39333,0.41588,0.27582,1.31407,inf,1.27189,1.51935e-05,1.51935e-05,1.51935e-05,1
71,1349.79,1.19308,4.2639,1.24512,0.58636,0.39523,0.41538,0.27538,1.31456,inf,1.27139,1.43411e-05,1.43411e-05,1.43411e-05,1
72,1369.24,1.19475,4.24724,1.24567,0.5878,0.39318,0.41492,0.27546,1.31529,inf,1.27145,1.35079e-05,1.35079e-05,1.35079e-05,1
73,1387.42,1.19228,4.24416,1.24284,0.58595,0.3939,0.41537,0.27588,1.31662,inf,1.27284,1.26948e-05,1.26948e-05,1.26948e-05,1
74,1406.39,1.19986,4.24094,1.24679,0.57835,0.39679,0.41457,0.27627,1.31607,inf,1.2731,1.19026e-05,1.19026e-05,1.19026e-05,1
75,1425.41,1.20952,4.31604,1.25601,0.58205,0.39454,0.41504,0.27642,1.31533,inf,1.27309,1.1132e-05,1.1132e-05,1.1132e-05,1
76,1443.22,1.181,4.17803,1.23836,0.5841,0.3951,0.41558,0.27702,1.31475,inf,1.27131,1.03838e-05,1.03838e-05,1.03838e-05,1
77,1463.3,1.20281,4.24563,1.24737,0.58802,0.39437,0.41572,0.27704,1.31353,inf,1.27105,9.65876e-06,9.65876e-06,9.65876e-06,1
78,1481.45,1.20576,4.30903,1.25743,0.58302,0.39522,0.4163,0.2767,1.31265,inf,1.27118,8.95757e-06,8.95757e-06,8.95757e-06,1
79,1499.03,1.17344,4.20468,1.23494,0.58197,0.39449,0.41616,0.27613,1.31473,inf,1.27232,8.28093e-06,8.28093e-06,8.28093e-06,1
80,1518.51,1.19737,4.24855,1.24875,0.59065,0.39368,0.41667,0.27667,1.31424,inf,1.27205,7.62951e-06,7.62951e-06,7.62951e-06,1
81,1538.39,1.1829,4.1948,1.24104,0.5895,0.39415,0.41676,0.27695,1.31321,inf,1.27112,7.00395e-06,7.00395e-06,7.00395e-06,1
82,1557.1,1.19296,4.26315,1.24614,0.58305,0.39614,0.41692,0.27729,1.31294,inf,1.27103,6.40487e-06,6.40487e-06,6.40487e-06,1
83,1574.15,1.2077,4.27397,1.25674,0.58961,0.39449,0.41744,0.27735,1.31427,inf,1.27251,5.83286e-06,5.83286e-06,5.83286e-06,1
84,1593.06,1.20163,4.26261,1.25382,0.59202,0.39207,0.41627,0.27691,1.31537,inf,1.27318,5.28849e-06,5.28849e-06,5.28849e-06,1
85,1613.19,1.18148,4.20195,1.24122,0.59176,0.39269,0.41665,0.27696,1.3151,inf,1.27233,4.77229e-06,4.77229e-06,4.77229e-06,1
86,1631.4,1.18942,4.23736,1.24072,0.58992,0.39331,0.41654,0.27697,1.31531,inf,1.27315,4.28477e-06,4.28477e-06,4.28477e-06,1
87,1648.71,1.17278,4.16459,1.23228,0.59121,0.39263,0.41612,0.27681,1.31494,inf,1.273,3.82641e-06,3.82641e-06,3.82641e-06,1
88,1669.44,1.18055,4.23438,1.24009,0.58578,0.39493,0.41594,0.27648,1.31525,inf,1.27342,3.39767e-06,3.39767e-06,3.39767e-06,1
89,1690.43,1.18507,4.21976,1.24324,0.59474,0.39095,0.41597,0.27658,1.31529,inf,1.27337,2.99896e-06,2.99896e-06,2.99896e-06,1
90,1709.42,1.19078,4.24306,1.24417,0.59467,0.39109,0.41655,0.27674,1.31552,inf,1.27373,2.63069e-06,2.63069e-06,2.63069e-06,1
91,1729.73,0.8664,2.87582,1.01872,0.58387,0.39504,0.41415,0.2739,1.3091,4.81916,1.2679,2.29321e-06,2.29321e-06,2.29321e-06,1
92,1744.27,0.86181,2.80352,1.01681,0.5692,0.39403,0.40983,0.27035,1.30811,4.82143,1.2664,1.98686e-06,1.98686e-06,1.98686e-06,1
93,1758.66,0.8634,2.77562,1.01579,0.56996,0.38926,0.40731,0.26845,1.31076,4.83776,1.26857,1.71194e-06,1.71194e-06,1.71194e-06,1
94,1772.88,0.85073,2.72437,1.00766,0.57362,0.38601,0.40624,0.26783,1.31326,4.84935,1.27107,1.46872e-06,1.46872e-06,1.46872e-06,1
95,1787.11,0.85033,2.69138,1.01107,0.56733,0.38931,0.40663,0.26777,1.31631,4.86634,1.27392,1.25744e-06,1.25744e-06,1.25744e-06,1
96,1800.35,0.84938,2.66629,1.00565,0.56769,0.38957,0.40617,0.26804,1.31768,4.87559,1.27573,1.07832e-06,1.07832e-06,1.07832e-06,1
97,1813.8,0.84391,2.64172,1.00508,0.57084,0.38834,0.40599,0.2682,1.31782,4.88259,1.27679,9.31516e-07,9.31516e-07,9.31516e-07,1
98,1827.75,0.84183,2.63645,1.00668,0.57009,0.3892,0.40545,0.26781,1.31839,4.89066,1.27761,8.17187e-07,8.17187e-07,8.17187e-07,1
99,1840.43,0.84121,2.62338,1.00614,0.5742,0.38828,0.40579,0.26816,1.31875,inf,1.27826,7.35444e-07,7.35444e-07,7.35444e-07,1
100,1854.03,0.84065,2.61095,1.00299,0.57073,0.3889,0.40576,0.26825,1.31863,inf,1.27841,6.86365e-07,6.86365e-07,6.86365e-07,1
1,26.6368,1.44344,6.09793,1.41367,0.49031,0.34748,0.34947,0.22233,1.39906,inf,1.34004,0.00860938,9.38e-06,9.38e-06,2
2,46.3178,1.41514,6.03615,1.40046,0.52985,0.34724,0.35153,0.22749,1.38245,inf,1.32531,0.00711943,1.94253e-05,1.94253e-05,2
3,63.7457,1.40464,5.90986,1.38282,0.54367,0.35592,0.36217,0.23543,1.36364,inf,1.3055,0.00562945,2.94512e-05,2.94512e-05,2
4,81.6438,1.39937,5.91203,1.38618,0.55545,0.35965,0.37099,0.24121,1.34841,inf,1.29597,0.00413944,3.94432e-05,3.94432e-05,2
5,101.832,1.39519,5.69313,1.36799,0.52531,0.37547,0.37639,0.24593,1.33404,inf,1.28422,0.00264939,4.93865e-05,4.93865e-05,2
6,118.749,1.39413,5.68799,1.37721,0.53417,0.37199,0.37958,0.24876,1.32849,inf,1.28212,0.00115927,5.92666e-05,5.92666e-05,2
7,135.349,1.37325,5.58586,1.35939,0.52352,0.38109,0.38452,0.2507,1.33331,inf,1.28414,6.64126e-05,6.64126e-05,6.64126e-05,2
8,154.118,1.35466,5.42293,1.3564,0.54712,0.37575,0.38663,0.25592,1.32366,inf,1.28036,6.62013e-05,6.62013e-05,6.62013e-05,2
9,171.467,1.34832,5.31371,1.33574,0.53376,0.37927,0.39151,0.25834,1.32394,inf,1.27774,6.59581e-05,6.59581e-05,6.59581e-05,2
10,190.332,1.34827,5.31423,1.33885,0.5662,0.37526,0.39373,0.26081,1.3155,inf,1.27212,6.56831e-05,6.56831e-05,6.56831e-05,2
11,208.977,1.33697,5.30249,1.33551,0.54007,0.38242,0.39497,0.26269,1.31375,inf,1.26372,6.53768e-05,6.53768e-05,6.53768e-05,2
12,225.759,1.34551,5.32204,1.33754,0.56389,0.38212,0.39689,0.26373,1.311,inf,1.26522,6.50393e-05,6.50393e-05,6.50393e-05,2
13,242.862,1.33392,5.22781,1.33574,0.59306,0.36971,0.39854,0.2655,1.31383,inf,1.26891,6.4671e-05,6.4671e-05,6.4671e-05,2
14,261.884,1.30678,5.09073,1.31857,0.56009,0.38424,0.40297,0.2679,1.31231,inf,1.26988,6.42723e-05,6.42723e-05,6.42723e-05,2
15,278.249,1.32446,5.12064,1.32001,0.56595,0.38845,0.40481,0.2689,1.31166,inf,1.2669,6.38436e-05,6.38436e-05,6.38436e-05,2
16,297.081,1.31127,5.03904,1.31224,0.56942,0.37953,0.40386,0.26848,1.3125,inf,1.26634,6.33852e-05,6.33852e-05,6.33852e-05,2
17,314.882,1.29478,5.06654,1.31392,0.55764,0.38454,0.40362,0.26783,1.31401,inf,1.26724,6.28977e-05,6.28977e-05,6.28977e-05,2
18,333.488,1.28972,4.98244,1.31119,0.56335,0.38319,0.40605,0.26872,1.31376,4.92506,1.26732,6.23815e-05,6.23815e-05,6.23815e-05,2
19,349.597,1.31614,5.00767,1.31456,0.56393,0.38941,0.40649,0.26869,1.3069,4.8703,1.26486,6.18371e-05,6.18371e-05,6.18371e-05,2
20,367.998,1.28793,4.87207,1.29962,0.55139,0.39989,0.40901,0.27125,1.30623,4.85754,1.26452,6.12651e-05,6.12651e-05,6.12651e-05,2
21,385.763,1.28352,4.92517,1.29905,0.56752,0.39117,0.40884,0.2703,1.30733,4.87569,1.265,6.0666e-05,6.0666e-05,6.0666e-05,2
22,403.179,1.27609,4.82486,1.29007,0.55964,0.39295,0.40906,0.27101,1.30747,4.85395,1.26305,6.00405e-05,6.00405e-05,6.00405e-05,2
23,421.691,1.27574,4.83169,1.29898,0.58025,0.38726,0.40824,0.26924,1.31169,4.916,1.2674,5.93891e-05,5.93891e-05,5.93891e-05,2
24,440.247,1.28867,4.8874,1.30402,0.56219,0.39936,0.41108,0.27083,1.31015,4.87978,1.26558,5.87124e-05,5.87124e-05,5.87124e-05,2
25,458.491,1.27259,4.82184,1.29789,0.56265,0.397,0.41062,0.27135,1.31241,4.90346,1.26526,5.80112e-05,5.80112e-05,5.80112e-05,2
26,476.501,1.28264,4.833,1.2969,0.5775,0.38734,0.40806,0.26957,1.31638,4.94086,1.26918,5.72862e-05,5.72862e-05,5.72862e-05,2
27,495.457,1.27847,4.79891,1.29098,0.55216,0.39421,0.406,0.26885,1.31567,inf,1.26782,5.6538e-05,5.6538e-05,5.6538e-05,2
28,513.809,1.27887,4.78385,1.29585,0.57548,0.3849,0.40838,0.27091,1.31146,4.91376,1.26717,5.57674e-05,5.57674e-05,5.57674e-05,2
29,531.914,1.25861,4.67765,1.28616,0.57147,0.38768,0.40944,0.2707,1.31148,4.85054,1.26816,5.49752e-05,5.49752e-05,5.49752e-05,2
30,549.672,1.27054,4.77216,1.29501,0.57254,0.39247,0.41008,0.27161,1.30791,4.86811,1.26707,5.41621e-05,5.41621e-05,5.41621e-05,2
31,568.148,1.25426,4.66582,1.28692,0.57989,0.3911,0.40807,0.27064,1.3104,4.86948,1.26724,5.33289e-05,5.33289e-05,5.33289e-05,2
32,585.889,1.25978,4.67661,1.28977,0.55478,0.39789,0.40917,0.271,1.30823,4.84956,1.26532,5.24765e-05,5.24765e-05,5.24765e-05,2
33,602.426,1.27012,4.71461,1.29117,0.58191,0.38662,0.41115,0.27374,1.30788,4.82135,1.26352,5.16057e-05,5.16057e-05,5.16057e-05,2
34,621.284,1.24977,4.61099,1.27816,0.57726,0.39059,0.41163,0.27321,1.31328,4.89394,1.27074,5.07174e-05,5.07174e-05,5.07174e-05,2
35,638.332,1.2483,4.56595,1.27005,0.57673,0.38918,0.4122,0.27265,1.30669,4.85217,1.26674,4.98124e-05,4.98124e-05,4.98124e-05,2
36,657.202,1.24402,4.57411,1.27217,0.56064,0.39605,0.41063,0.27209,1.31301,inf,1.27018,4.88916e-05,4.88916e-05,4.88916e-05,2
37,674.365,1.24335,4.52911,1.26917,0.57979,0.39722,0.41256,0.27343,1.3139,4.88005,1.26608,4.7956e-05,4.7956e-05,4.7956e-05,2
38,692.529,1.24803,4.57225,1.26854,0.58967,0.38928,0.41239,0.2721,1.31753,4.91052,1.27064,4.70064e-05,4.70064e-05,4.70064e-05,2
39,710.808,1.21232,4.39177,1.25496,0.57213,0.39773,0.41389,0.2726,1.31364,4.85952,1.26757,4.60439e-05,4.60439e-05,4.60439e-05,2
40,730.294,1.23972,4.53183,1.26746,0.5584,0.39887,0.41336,0.27294,1.3162,4.87767,1.27006,4.50692e-05,4.50692e-05,4.50692e-05,2
41,747.089,1.23925,4.54085,1.2681,0.56957,0.40043,0.41123,0.27192,1.31592,inf,1.27166,4.40835e-05,4.40835e-05,4.40835e-05,2
42,766.035,1.24873,4.59767,1.27942,0.54718,0.40837,0.41267,0.27291,1.31463,4.86232,1.26839,4.30877e-05,4.30877e-05,4.30877e-05,2
43,783.906,1.23311,4.54449,1.27013,0.56341,0.40319,0.41377,0.27389,1.31522,4.88779,1.27153,4.20828e-05,4.20828e-05,4.20828e-05,2
44,802.765,1.20923,4.50447,1.26202,0.56333,0.40139,0.40962,0.27148,1.31595,4.90738,1.27159,4.10697e-05,4.10697e-05,4.10697e-05,2
45,820.036,1.23166,4.48341,1.26429,0.55882,0.39721,0.409,0.27033,1.32136,inf,1.27441,4.00495e-05,4.00495e-05,4.00495e-05,2
46,837.21,1.22279,4.38768,1.25266,0.57442,0.39688,0.41156,0.27281,1.31667,4.88928,1.27047,3.90231e-05,3.90231e-05,3.90231e-05,2
47,855.364,1.21906,4.40009,1.25898,0.56069,0.40274,0.41173,0.27181,1.31794,4.88851,1.27042,3.79917e-05,3.79917e-05,3.79917e-05,2
48,874.486,1.23007,4.45906,1.26735,0.57152,0.39901,0.41188,0.27157,1.31565,4.8918,1.26839,3.69561e-05,3.69561e-05,3.69561e-05,2
49,891.363,1.23685,4.51626,1.27277,0.55556,0.40572,0.41316,0.27312,1.3109,4.85004,1.26891,3.59174e-05,3.59174e-05,3.59174e-05,2
50,910.043,1.22301,4.44885,1.25924,0.56668,0.40377,0.41276,0.27196,1.3145,4.88929,1.27113,3.48767e-05,3.48767e-05,3.48767e-05,2
51,925.994,1.22027,4.44478,1.26132,0.57532,0.39796,0.41241,0.27276,1.31378,4.88045,1.27069,3.3835e-05,3.3835e-05,3.3835e-05,2
52,944.467,1.1857,4.32504,1.23933,0.58371,0.39824,0.41493,0.27356,1.31534,4.887,1.27057,3.27933e-05,3.27933e-05,3.27933e-05,2
53,962.117,1.23769,4.40245,1.27047,0.57593,0.40099,0.41291,0.27296,1.31709,4.90967,1.27168,3.17526e-05,3.17526e-05,3.17526e-05,2
54,980.589,1.23604,4.45472,1.26886,0.56916,0.40313,0.41272,0.27242,1.31812,inf,1.27244,3.07139e-05,3.07139e-05,3.07139e-05,2
55,999.354,1.21143,4.42675,1.25741,0.57444,0.40185,0.41255,0.27283,1.3145,4.86305,1.27168,2.96783e-05,2.96783e-05,2.96783e-05,2
56,1016.38,1.19604,4.32064,1.25125,0.58784,0.39509,0.41243,0.27204,1.31542,4.86415,1.27257,2.86469e-05,2.86469e-05,2.86469e-05,2
57,1033.34,1.20308,4.29565,1.24805,0.58168,0.39823,0.41318,0.27222,1.3183,4.89176,1.27326,2.76205e-05,2.76205e-05,2.76205e-05,2
58,1052.11,1.22759,4.43919,1.26834,0.58315,0.39765,0.41311,0.2729,1.32026,inf,1.2754,2.66003e-05,2.66003e-05,2.66003e-05,2
59,1070.36,1.19034,4.37002,1.24553,0.57048,0.40684,0.41392,0.27285,1.31739,4.84538,1.27124,2.55872e-05,2.55872e-05,2.55872e-05,2
60,1086.87,1.21564,4.38789,1.26319,0.56279,0.40738,0.41408,0.27321,1.31173,4.81264,1.26702,2.45823e-05,2.45823e-05,2.45823e-05,2
61,1106.56,1.20136,4.30289,1.24833,0.56462,0.40437,0.41396,0.27342,1.3125,4.82346,1.26704,2.35865e-05,2.35865e-05,2.35865e-05,2
62,1124.08,1.19678,4.35659,1.25078,0.58947,0.39456,0.41533,0.2741,1.31574,4.84665,1.27043,2.26008e-05,2.26008e-05,2.26008e-05,2
63,1141.66,1.2192,4.38477,1.25663,0.59273,0.39267,0.4141,0.27355,1.31795,4.89476,1.27246,2.16261e-05,2.16261e-05,2.16261e-05,2
64,1159.36,1.20699,4.29626,1.2474,0.58475,0.39913,0.41401,0.27409,1.31855,inf,1.27402,2.06636e-05,2.06636e-05,2.06636e-05,2
65,1177.2,1.20859,4.35585,1.25595,0.5784,0.40359,0.41491,0.27416,1.31529,4.86747,1.27181,1.9714e-05,1.9714e-05,1.9714e-05,2
66,1194.92,1.20744,4.33478,1.25137,0.57973,0.40158,0.41481,0.2738,1.31583,4.85918,1.2715,1.87784e-05,1.87784e-05,1.87784e-05,2
67,1211.55,1.22092,4.31404,1.25261,0.5885,0.3983,0.41418,0.27368,1.32006,inf,1.27556,1.78576e-05,1.78576e-05,1.78576e-05,2
68,1230.35,1.20321,4.32284,1.25285,0.57949,0.40398,0.41459,0.27436,1.31852,4.87173,1.27424,1.69526e-05,1.69526e-05,1.69526e-05,2
69,1248.03,1.21347,4.36087,1.25899,0.58474,0.40106,0.41366,0.27356,1.32001,inf,1.27585,1.60643e-05,1.60643e-05,1.60643e-05,2
