epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,phase
70,1266.61,1.19275,4.29406,1.25011,0.5806,0.40147,0.41295,0.27339,1.32061,inf,1.27414,1.51935e-05,1.51935e-05,1.51935e-05,2
71,1283.51,1.20283,4.33974,1.24864,0.57003,0.40122,0.41252,0.27346,1.31981,4.88645,1.27406,1.43411e-05,1.43411e-05,1.43411e-05,2
72,1301.97,1.21037,4.35602,1.25491,0.58694,0.39849,0.41242,0.27284,1.32274,inf,1.27651,1.35079e-05,1.35079e-05,1.35079e-05,2
73,1319.09,1.2063,4.34897,1.25406,0.58595,0.39302,0.4113,0.27306,1.32078,4.88346,1.27581,1.26948e-05,1.26948e-05,1.26948e-05,2
74,1337.16,1.19126,4.28402,1.24519,0.59234,0.39371,0.41198,0.273,1.31979,4.88558,1.27543,1.19026e-05,1.19026e-05,1.19026e-05,2
75,1354.88,1.20619,4.30728,1.24946,0.59633,0.38852,0.41158,0.27216,1.3194,4.8795,1.27578,1.1132e-05,1.1132e-05,1.1132e-05,2
76,1373.3,1.1921,4.30488,1.24687,0.5841,0.39284,0.41166,0.27241,1.31922,4.89311,1.27564,1.03838e-05,1.03838e-05,1.03838e-05,2
77,1392.56,1.18998,4.26326,1.2385,0.5812,0.39713,0.41145,0.27257,1.31954,inf,1.27527,9.65876e-06,9.65876e-06,9.65876e-06,2
78,1410.41,1.20575,4.34047,1.25529,0.57833,0.40278,0.41277,0.27257,1.31781,4.8766,1.27427,8.95757e-06,8.95757e-06,8.95757e-06,2
79,1425.97,1.21364,4.35191,1.25823,0.57942,0.40221,0.41339,0.27298,1.31982,4.88713,1.27489,8.28093e-06,8.28093e-06,8.28093e-06,2
80,1444.76,1.186,4.20169,1.24523,0.57785,0.40301,0.41381,0.27343,1.31948,4.87471,1.27423,7.62951e-06,7.62951e-06,7.62951e-06,2
81,1461.81,1.19184,4.25903,1.2472,0.57873,0.40228,0.41326,0.27337,1.31896,4.87253,1.27415,7.00395e-06,7.00395e-06,7.00395e-06,2
82,1480.84,1.20828,4.31909,1.25269,0.58485,0.40087,0.41352,0.27387,1.31879,4.87462,1.27426,6.40487e-06,6.40487e-06,6.40487e-06,2
83,1499.43,1.17134,4.15777,1.24005,0.58808,0.40038,0.414,0.27355,1.31888,4.86747,1.2743,5.83286e-06,5.83286e-06,5.83286e-06,2
84,1517.71,1.18568,4.25336,1.243,0.58633,0.39931,0.41357,0.27361,1.31926,4.88061,1.27497,5.28849e-06,5.28849e-06,5.28849e-06,2
85,1536.06,1.17713,4.2034,1.23476,0.58545,0.401,0.41331,0.27357,1.31966,4.87438,1.27524,4.77229e-06,4.77229e-06,4.77229e-06,2
86,1553.91,1.19291,4.25333,1.24304,0.58371,0.40185,0.4133,0.27346,1.32061,4.87961,1.27598,4.28477e-06,4.28477e-06,4.28477e-06,2
87,1571.32,1.21805,4.38602,1.26282,0.57668,0.40311,0.41257,0.27294,1.32155,4.88656,1.27668,3.82641e-06,3.82641e-06,3.82641e-06,2
88,1589.0,1.21697,4.29578,1.25916,0.58324,0.40029,0.41291,0.27302,1.32076,4.88735,1.27648,3.39767e-06,3.39767e-06,3.39767e-06,2
89,1606.92,1.18885,4.25412,1.24494,0.58404,0.39991,0.41324,0.27329,1.32035,4.8825,1.2762,2.99896e-06,2.99896e-06,2.99896e-06,2
90,1625.08,1.18571,4.33866,1.24916,0.58171,0.40202,0.41306,0.27342,1.32019,4.88533,1.27577,2.63069e-06,2.63069e-06,2.63069e-06,2
91,1644.6,0.84985,2.8959,1.01399,0.58022,0.40004,0.4118,0.2716,1.31298,4.79887,1.26949,2.29321e-06,2.29321e-06,2.29321e-06,2
92,1657.9,0.84586,2.81974,1.01217,0.57266,0.39643,0.40818,0.26874,1.3104,4.80373,1.26723,1.98686e-06,1.98686e-06,1.98686e-06,2
93,1671.23,0.8697,2.78822,1.01329,0.57194,0.39198,0.40535,0.26678,1.31212,4.82315,1.26861,1.71194e-06,1.71194e-06,1.71194e-06,2
94,1684.3,0.85224,2.76055,1.01059,0.56656,0.39324,0.40482,0.2662,1.31568,4.83738,1.27181,1.46872e-06,1.46872e-06,1.46872e-06,2
95,1697.54,0.86007,2.75867,1.01112,0.56723,0.39279,0.4049,0.26638,1.31786,4.84213,1.27398,1.25744e-06,1.25744e-06,1.25744e-06,2
96,1710.54,0.85412,2.71792,1.01073,0.56862,0.39114,0.40519,0.26654,1.31894,4.85061,1.27577,1.07832e-06,1.07832e-06,1.07832e-06,2
97,1723.25,0.84723,2.67255,1.00783,0.5641,0.39336,0.40436,0.26598,1.32005,4.85907,1.27742,9.31516e-07,9.31516e-07,9.31516e-07,2
98,1735.95,0.83337,2.63832,0.99912,0.56666,0.39052,0.40374,0.26581,1.32055,4.86709,1.27831,8.17187e-07,8.17187e-07,8.17187e-07,2
99,1748.93,0.83289,2.64948,1.00539,0.57662,0.38744,0.40363,0.26563,1.32078,4.87186,1.27867,7.35444e-07,7.35444e-07,7.35444e-07,2
100,1761.81,0.85164,2.67109,1.00875,0.57389,0.38911,0.40366,0.26596,1.32126,4.87522,1.2797,6.86365e-07,6.86365e-07,6.86365e-07,2
1,24.302,1.44189,6.22387,1.40964,0.48364,0.35235,0.35058,0.22454,1.40459,inf,1.34097,0.00890737,7.37e-06,7.37e-06,3
2,42.5561,1.42546,6.01509,1.3991,0.5052,0.35308,0.34864,0.22354,1.39206,inf,1.33356,0.00771541,1.54062e-05,1.54062e-05,3
3,57.5082,1.41438,5.92346,1.39182,0.51346,0.3646,0.35891,0.22969,1.3734,inf,1.31179,0.00652343,2.34271e-05,2.34271e-05,3
4,73.8901,1.3901,5.75169,1.37579,0.50839,0.37535,0.36634,0.23651,1.36064,inf,1.29968,0.00533142,3.14208e-05,3.14208e-05,3
5,89.5677,1.38626,5.68672,1.37258,0.52336,0.36401,0.37087,0.2422,1.34698,inf,1.2946,0.00413938,3.93757e-05,3.93757e-05,3
6,105.676,1.37703,5.58021,1.36442,0.54284,0.36988,0.38047,0.24823,1.34195,inf,1.28872,0.00294728,4.72801e-05,4.72801e-05,3
7,120.405,1.36173,5.51582,1.35673,0.54791,0.3692,0.38412,0.25095,1.33306,inf,1.28388,0.00175512,5.51224e-05,5.51224e-05,3
8,135.249,1.34954,5.41871,1.34234,0.53926,0.36764,0.38356,0.25145,1.33324,inf,1.28246,0.000562891,6.28912e-05,6.28912e-05,3
9,151.133,1.34331,5.3725,1.33924,0.53052,0.38066,0.38579,0.25418,1.33242,inf,1.28075,6.59581e-05,6.59581e-05,6.59581e-05,3
10,166.437,1.33126,5.2753,1.32657,0.51928,0.38211,0.38918,0.25795,1.32589,inf,1.27727,6.56831e-05,6.56831e-05,6.56831e-05,3
11,182.054,1.33132,5.22582,1.33261,0.53971,0.38158,0.39228,0.2581,1.32955,inf,1.27867,6.53768e-05,6.53768e-05,6.53768e-05,3
12,197.251,1.32032,5.18475,1.32981,0.54858,0.38091,0.39497,0.26035,1.32348,inf,1.27478,6.50393e-05,6.50393e-05,6.50393e-05,3
13,212.02,1.31811,5.12181,1.31674,0.53562,0.3809,0.39314,0.25998,1.32439,inf,1.27372,6.4671e-05,6.4671e-05,6.4671e-05,3
14,228.511,1.31363,5.06441,1.31511,0.54228,0.38175,0.39605,0.26201,1.32,inf,1.2753,6.42723e-05,6.42723e-05,6.42723e-05,3
15,243.27,1.31176,5.05856,1.31636,0.53987,0.38273,0.39424,0.26171,1.31911,inf,1.2704,6.38436e-05,6.38436e-05,6.38436e-05,3
16,258.701,1.3139,5.08846,1.32294,0.53459,0.38766,0.39705,0.26269,1.31847,inf,1.27331,6.33852e-05,6.33852e-05,6.33852e-05,3
17,273.136,1.29478,4.96569,1.30865,0.5505,0.38653,0.39757,0.26241,1.32274,inf,1.27249,6.28977e-05,6.28977e-05,6.28977e-05,3
18,289.812,1.30193,5.03732,1.31438,0.53473,0.39197,0.39898,0.26411,1.32055,inf,1.27259,6.23815e-05,6.23815e-05,6.23815e-05,3
19,305.504,1.29308,4.96378,1.30619,0.54994,0.38652,0.40134,0.26544,1.32201,inf,1.27277,6.18371e-05,6.18371e-05,6.18371e-05,3
20,319.476,1.27804,4.86273,1.29886,0.56863,0.37858,0.40146,0.26467,1.3204,inf,1.26833,6.12651e-05,6.12651e-05,6.12651e-05,3
21,335.967,1.28417,4.85771,1.29862,0.54493,0.38942,0.40036,0.26332,1.32492,inf,1.27374,6.0666e-05,6.0666e-05,6.0666e-05,3
22,350.324,1.27642,4.87946,1.30071,0.53547,0.39186,0.39725,0.26185,1.32811,inf,1.27596,6.00405e-05,6.00405e-05,6.00405e-05,3
23,366.093,1.28122,4.83065,1.29776,0.55084,0.39226,0.40269,0.26476,1.31884,inf,1.26896,5.93891e-05,5.93891e-05,5.93891e-05,3
24,381.07,1.26835,4.77102,1.29577,0.56209,0.38196,0.40277,0.26595,1.31692,inf,1.26926,5.87124e-05,5.87124e-05,5.87124e-05,3
25,396.986,1.28027,4.80375,1.29829,0.54939,0.39082,0.40363,0.26618,1.32167,inf,1.27156,5.80112e-05,5.80112e-05,5.80112e-05,3
26,411.655,1.27546,4.79103,1.29542,0.5497,0.39545,0.40407,0.26734,1.3157,inf,1.26759,5.72862e-05,5.72862e-05,5.72862e-05,3
27,428.081,1.25246,4.74436,1.29004,0.55436,0.39369,0.40492,0.26859,1.31717,inf,1.2709,5.6538e-05,5.6538e-05,5.6538e-05,3
28,443.186,1.27433,4.76834,1.29744,0.54704,0.39242,0.40332,0.26744,1.31527,inf,1.27215,5.57674e-05,5.57674e-05,5.57674e-05,3
29,458.37,1.24034,4.65131,1.27724,0.5452,0.3981,0.40382,0.26686,1.31607,inf,1.2728,5.49752e-05,5.49752e-05,5.49752e-05,3
30,474.097,1.26695,4.72058,1.28945,0.54458,0.39221,0.4018,0.26634,1.32128,inf,1.27295,5.41621e-05,5.41621e-05,5.41621e-05,3
31,490.11,1.26099,4.74287,1.29181,0.54744,0.39325,0.4051,0.26854,1.31317,inf,1.26834,5.33289e-05,5.33289e-05,5.33289e-05,3
32,506.023,1.25943,4.68702,1.28642,0.54167,0.40268,0.40626,0.26885,1.31777,inf,1.27082,5.24765e-05,5.24765e-05,5.24765e-05,3
33,521.402,1.24343,4.61539,1.28014,0.54614,0.40242,0.40731,0.26877,1.31793,inf,1.26979,5.16057e-05,5.16057e-05,5.16057e-05,3
34,538.011,1.24379,4.64346,1.28125,0.54295,0.39655,0.40633,0.26718,1.32078,inf,1.27023,5.07174e-05,5.07174e-05,5.07174e-05,3
35,553.55,1.2318,4.54555,1.26813,0.5474,0.3996,0.40638,0.26902,1.32306,inf,1.27331,4.98124e-05,4.98124e-05,4.98124e-05,3
36,569.905,1.24712,4.61493,1.2802,0.54364,0.39791,0.40583,0.26921,1.32103,inf,1.27434,4.88916e-05,4.88916e-05,4.88916e-05,3
37,585.183,1.23527,4.54021,1.26675,0.54179,0.3979,0.40415,0.2673,1.3217,inf,1.27443,4.7956e-05,4.7956e-05,4.7956e-05,3
38,600.175,1.23165,4.51015,1.27059,0.56652,0.38915,0.40691,0.26847,1.32118,inf,1.27456,4.70064e-05,4.70064e-05,4.70064e-05,3
39,615.998,1.22327,4.44653,1.25999,0.53102,0.39845,0.40537,0.26775,1.32219,inf,1.27448,4.60439e-05,4.60439e-05,4.60439e-05,3
40,631.507,1.23161,4.49383,1.2672,0.565,0.3883,0.40735,0.26846,1.31963,inf,1.27127,4.50692e-05,4.50692e-05,4.50692e-05,3
41,647.141,1.2382,4.54935,1.27002,0.55614,0.39218,0.40644,0.268,1.32388,inf,1.27406,4.40835e-05,4.40835e-05,4.40835e-05,3
42,661.937,1.22246,4.50449,1.26607,0.56431,0.39128,0.40757,0.26795,1.32181,inf,1.2739,4.30877e-05,4.30877e-05,4.30877e-05,3
43,676.936,1.22364,4.444,1.2647,0.56917,0.38767,0.40844,0.26821,1.32542,inf,1.2761,4.20828e-05,4.20828e-05,4.20828e-05,3
44,692.359,1.21403,4.43875,1.26272,0.55932,0.38619,0.40626,0.26863,1.32628,inf,1.2759,4.10697e-05,4.10697e-05,4.10697e-05,3
45,708.586,1.21565,4.43695,1.25982,0.56556,0.38576,0.4067,0.26834,1.32771,inf,1.27769,4.00495e-05,4.00495e-05,4.00495e-05,3
46,723.262,1.21153,4.42223,1.25654,0.55993,0.39422,0.40798,0.26833,1.32435,inf,1.27402,3.90231e-05,3.90231e-05,3.90231e-05,3
47,738.944,1.20501,4.38891,1.2524,0.56192,0.39266,0.40823,0.26929,1.32432,inf,1.27462,3.79917e-05,3.79917e-05,3.79917e-05,3
48,754.511,1.21212,4.40974,1.25854,0.55315,0.39736,0.40832,0.26897,1.32098,inf,1.2725,3.69561e-05,3.69561e-05,3.69561e-05,3
49,768.797,1.21435,4.40836,1.26333,0.55311,0.39769,0.40856,0.26884,1.3233,inf,1.27505,3.59174e-05,3.59174e-05,3.59174e-05,3
50,784.571,1.20907,4.41454,1.25571,0.56327,0.39561,0.41043,0.26939,1.32323,inf,1.27534,3.48767e-05,3.48767e-05,3.48767e-05,3
51,801.109,1.19696,4.37338,1.24659,0.57952,0.3867,0.41076,0.26956,1.32429,inf,1.27695,3.3835e-05,3.3835e-05,3.3835e-05,3
52,815.153,1.19545,4.32729,1.25278,0.56677,0.39656,0.4118,0.26964,1.32483,inf,1.27704,3.27933e-05,3.27933e-05,3.27933e-05,3
53,830.793,1.2155,4.40056,1.26099,0.5779,0.38983,0.41085,0.26877,1.33069,inf,1.27955,3.17526e-05,3.17526e-05,3.17526e-05,3
54,845.304,1.18558,4.27491,1.23904,0.57473,0.3921,0.41137,0.26992,1.32866,inf,1.27894,3.07139e-05,3.07139e-05,3.07139e-05,3
55,861.879,1.22861,4.46674,1.26744,0.56487,0.39672,0.40954,0.26969,1.32567,inf,1.27626,2.96783e-05,2.96783e-05,2.96783e-05,3
56,877.2,1.21806,4.42993,1.26234,0.56129,0.39802,0.40838,0.26877,1.32704,inf,1.27681,2.86469e-05,2.86469e-05,2.86469e-05,3
57,893.132,1.19549,4.32701,1.24938,0.5484,0.40328,0.40891,0.2688,1.32667,inf,1.27699,2.76205e-05,2.76205e-05,2.76205e-05,3
58,907.362,1.19887,4.30626,1.24738,0.56131,0.39878,0.40752,0.26862,1.32781,inf,1.27937,2.66003e-05,2.66003e-05,2.66003e-05,3
59,923.612,1.19587,4.32568,1.24828,0.54698,0.39924,0.40743,0.26885,1.33023,inf,1.28099,2.55872e-05,2.55872e-05,2.55872e-05,3
60,939.281,1.18554,4.31647,1.24258,0.56218,0.39449,0.40862,0.26953,1.32646,inf,1.27809,2.45823e-05,2.45823e-05,2.45823e-05,3
61,954.695,1.18156,4.2449,1.24182,0.55954,0.40094,0.40966,0.27073,1.32487,inf,1.27769,2.35865e-05,2.35865e-05,2.35865e-05,3
62,970.957,1.19039,4.32183,1.24571,0.56039,0.39718,0.40798,0.26908,1.32872,inf,1.27844,2.26008e-05,2.26008e-05,2.26008e-05,3
63,984.988,1.19887,4.34914,1.25373,0.55628,0.39579,0.40887,0.26962,1.32858,inf,1.27989,2.16261e-05,2.16261e-05,2.16261e-05,3
64,1000.46,1.18416,4.26877,1.24211,0.5657,0.39553,0.41007,0.26981,1.32708,inf,1.27776,2.06636e-05,2.06636e-05,2.06636e-05,3
65,1015.42,1.20343,4.34279,1.25255,0.55472,0.39892,0.40913,0.26953,1.32799,inf,1.27821,1.9714e-05,1.9714e-05,1.9714e-05,3
66,1031.54,1.19822,4.29585,1.24857,0.54963,0.39568,0.40647,0.26834,1.32971,inf,1.28052,1.87784e-05,1.87784e-05,1.87784e-05,3
67,1045.44,1.1988,4.32739,1.26013,0.56154,0.39766,0.40952,0.26862,1.32969,inf,1.27932,1.78576e-05,1.78576e-05,1.78576e-05,3
68,1061.78,1.171,4.24083,1.23587,0.56739,0.39363,0.40788,0.26952,1.32662,inf,1.27862,1.69526e-05,1.69526e-05,1.69526e-05,3
69,1076.47,1.18327,4.24172,1.24098,0.56648,0.39234,0.40786,0.26956,1.32808,inf,1.27772,1.60643e-05,1.60643e-05,1.60643e-05,3
70,1092.23,1.20047,4.30808,1.24664,0.56008,0.39587,0.40896,0.26909,1.32999,inf,1.27945,1.51935e-05,1.51935e-05,1.51935e-05,3
71,1108.13,1.20838,4.38217,1.25817,0.56532,0.39778,0.40895,0.26912,1.33017,inf,1.27937,1.43411e-05,1.43411e-05,1.43411e-05,3
72,1123.98,1.19919,4.2999,1.25642,0.56802,0.39462,0.409,0.26961,1.32918,inf,1.27947,1.35079e-05,1.35079e-05,1.35079e-05,3
73,1139.93,1.17224,4.19455,1.23494,0.55474,0.40119,0.40864,0.26923,1.33012,inf,1.28005,1.26948e-05,1.26948e-05,1.26948e-05,3
74,1153.63,1.19097,4.26831,1.24606,0.56635,0.39454,0.40913,0.26842,1.33117,inf,1.2816,1.19026e-05,1.19026e-05,1.19026e-05,3
75,1169.26,1.20172,4.331,1.25205,0.56911,0.39349,0.40948,0.26834,1.33128,inf,1.28176,1.1132e-05,1.1132e-05,1.1132e-05,3
76,1185.16,1.17317,4.18876,1.23383,0.57718,0.38875,0.40943,0.26879,1.32975,inf,1.28119,1.03838e-05,1.03838e-05,1.03838e-05,3
77,1200.28,1.18857,4.29679,1.24879,0.55271,0.40005,0.40961,0.2693,1.33027,inf,1.28144,9.65876e-06,9.65876e-06,9.65876e-06,3
78,1216.08,1.17882,4.24205,1.24321,0.55351,0.39913,0.40966,0.26899,1.33077,inf,1.28065,8.95757e-06,8.95757e-06,8.95757e-06,3
79,1230.83,1.18852,4.27272,1.2446,0.54764,0.40173,0.40934,0.26876,1.33022,inf,1.2803,8.28093e-06,8.28093e-06,8.28093e-06,3
80,1246.61,1.18938,4.2669,1.2477,0.55539,0.39939,0.40813,0.26864,1.32929,inf,1.28103,7.62951e-06,7.62951e-06,7.62951e-06,3
81,1261.85,1.18841,4.28132,1.24743,0.5546,0.40055,0.40931,0.26862,1.32898,inf,1.28077,7.00395e-06,7.00395e-06,7.00395e-06,3
82,1276.5,1.19086,4.28497,1.25153,0.56407,0.39413,0.40937,0.26861,1.32937,inf,1.28054,6.40487e-06,6.40487e-06,6.40487e-06,3
83,1291.25,1.18881,4.24445,1.24322,0.56336,0.39482,0.40759,0.26853,1.32946,inf,1.27986,5.83286e-06,5.83286e-06,5.83286e-06,3
84,1307.03,1.17996,4.21113,1.23917,0.56865,0.3913,0.40771,0.26827,1.32922,inf,1.2795,5.28849e-06,5.28849e-06,5.28849e-06,3
85,1322.68,1.1747,4.23617,1.24208,0.56118,0.39402,0.40896,0.26839,1.32909,inf,1.27973,4.77229e-06,4.77229e-06,4.77229e-06,3
86,1337.78,1.16511,4.18301,1.23325,0.56612,0.39243,0.40907,0.26872,1.32902,inf,1.27986,4.28477e-06,4.28477e-06,4.28477e-06,3
87,1353.27,1.18736,4.24632,1.24499,0.56825,0.39153,0.40928,0.26903,1.32922,inf,1.2802,3.82641e-06,3.82641e-06,3.82641e-06,3
88,1368.44,1.18046,4.22035,1.23788,0.56245,0.39562,0.40957,0.26874,1.32939,inf,1.28053,3.39767e-06,3.39767e-06,3.39767e-06,3
89,1384.03,1.17835,4.23559,1.23706,0.56902,0.3934,0.40849,0.26862,1.32952,inf,1.28078,2.99896e-06,2.99896e-06,2.99896e-06,3
90,1399.08,1.17593,4.21449,1.23478,0.56441,0.39495,0.40926,0.26854,1.32971,inf,1.28093,2.63069e-06,2.63069e-06,2.63069e-06,3
91,1417.31,0.85458,2.86537,1.01574,0.56588,0.39482,0.40805,0.26702,1.32474,inf,1.27679,2.29321e-06,2.29321e-06,2.29321e-06,3
92,1428.63,0.85098,2.8079,1.01433,0.55381,0.39735,0.40507,0.26481,1.32306,inf,1.27523,1.98686e-06,1.98686e-06,1.98686e-06,3
93,1440.38,0.84148,2.76079,1.00833,0.54837,0.39539,0.40148,0.26229,1.32458,inf,1.27595,1.71194e-06,1.71194e-06,1.71194e-06,3
94,1452.05,0.84163,2.73841,1.00868,0.54369,0.3934,0.39908,0.26101,1.32547,inf,1.2766,1.46872e-06,1.46872e-06,1.46872e-06,3
95,1463.39,0.8416,2.69899,1.00622,0.54734,0.38988,0.39874,0.26019,1.32818,inf,1.27889,1.25744e-06,1.25744e-06,1.25744e-06,3
96,1474.86,0.84139,2.69278,1.006,0.54027,0.39133,0.39802,0.26003,1.33059,inf,1.28113,1.07832e-06,1.07832e-06,1.07832e-06,3
97,1486.2,0.83269,2.65939,1.001,0.54761,0.38816,0.39782,0.25978,1.3317,inf,1.28267,9.31516e-07,9.31516e-07,9.31516e-07,3
98,1497.48,0.84063,2.67559,1.00515,0.54993,0.38717,0.39753,0.25941,1.33277,inf,1.28403,8.17187e-07,8.17187e-07,8.17187e-07,3
99,1508.87,0.8311,2.66669,1.00322,0.54511,0.38869,0.39711,0.25944,1.33282,inf,1.28461,7.35444e-07,7.35444e-07,7.35444e-07,3
100,1520.15,0.82847,2.62062,0.99895,0.54432,0.38947,0.3969,0.25918,1.33314,inf,1.28533,6.86365e-07,6.86365e-07,6.86365e-07,3
1,20.7837,1.45086,6.16542,1.40759,0.49091,0.34689,0.34952,0.22212,1.40915,inf,1.34161,0.00930469,4.69e-06,4.69e-06,4
2,32.6679,1.42954,6.15979,1.4055,0.46191,0.35685,0.34876,0.22239,1.40294,inf,1.34342,0.00851005,1.00475e-05,1.00475e-05,4
3,46.5789,1.4353,6.01822,1.40025,0.5083,0.34364,0.34338,0.22062,1.39648,inf,1.33858,0.00771539,1.53949e-05,1.53949e-05,4
4,57.2585,1.39806,5.81338,1.37504,0.50907,0.34876,0.34748,0.22458,1.3828,inf,1.32262,0.00692072,2.07244e-05,2.07244e-05,4
5,68.1543,1.39413,5.85205,1.38036,0.5363,0.34669,0.35515,0.22982,1.37196,inf,1.31107,0.00612603,2.6028e-05,2.6028e-05,4
6,79.5905,1.38123,5.68584,1.36414,0.52782,0.36488,0.36559,0.23617,1.36036,inf,1.30308,0.0053313,3.12981e-05,3.12981e-05,4
7,91.0665,1.36698,5.6086,1.35813,0.52984,0.36362,0.37208,0.24123,1.34967,inf,1.29772,0.00453653,3.65269e-05,3.65269e-05,4
8,102.518,1.37588,5.58755,1.36037,0.52537,0.36881,0.37693,0.24513,1.34331,inf,1.29349,0.00374171,4.17068e-05,4.17068e-05,4
9,114.262,1.37731,5.61127,1.36671,0.52042,0.37297,0.3787,0.24719,1.33977,inf,1.28822,0.00294683,4.68302e-05,4.68302e-05,4
10,124.842,1.35014,5.37257,1.34368,0.53326,0.36789,0.3798,0.24769,1.34136,inf,1.28983,0.00215189,5.18897e-05,5.18897e-05,4
11,137.014,1.32411,5.3454,1.32883,0.52446,0.36702,0.3798,0.2482,1.3388,inf,1.28934,0.00135688,5.68778e-05,5.68778e-05,4
12,148.801,1.35152,5.35809,1.35084,0.52845,0.36178,0.37701,0.24794,1.33879,inf,1.28951,0.000561787,6.17873e-05,6.17873e-05,4
13,159.415,1.32261,5.29534,1.33221,0.50882,0.37128,0.3771,0.24763,1.33958,inf,1.28762,6.4671e-05,6.4671e-05,6.4671e-05,4
14,170.984,1.32963,5.19813,1.32324,0.51744,0.36665,0.37864,0.24993,1.33542,inf,1.28445,6.42723e-05,6.42723e-05,6.42723e-05,4
15,183.121,1.3281,5.21214,1.32865,0.52798,0.36343,0.38014,0.25064,1.3344,inf,1.28276,6.38436e-05,6.38436e-05,6.38436e-05,4
16,192.765,1.32059,5.14603,1.32934,0.53093,0.36518,0.3822,0.25236,1.33363,inf,1.2839,6.33852e-05,6.33852e-05,6.33852e-05,4
17,205.873,1.31555,5.05082,1.31481,0.53931,0.36083,0.38242,0.25263,1.33484,inf,1.28339,6.28977e-05,6.28977e-05,6.28977e-05,4
18,216.217,1.3295,5.18467,1.33013,0.52103,0.37361,0.38358,0.25405,1.33233,inf,1.28222,6.23815e-05,6.23815e-05,6.23815e-05,4
19,227.419,1.29642,4.95599,1.30632,0.51838,0.37247,0.3843,0.25381,1.3365,inf,1.28237,6.18371e-05,6.18371e-05,6.18371e-05,4
20,238.195,1.30084,5.01408,1.31373,0.5341,0.3696,0.38674,0.25532,1.33801,inf,1.28337,6.12651e-05,6.12651e-05,6.12651e-05,4
21,249.772,1.29614,5.00446,1.31001,0.53221,0.37059,0.39042,0.25708,1.32993,inf,1.28019,6.0666e-05,6.0666e-05,6.0666e-05,4
22,260.792,1.30856,5.10201,1.31837,0.5248,0.37298,0.3911,0.25698,1.33319,inf,1.27966,6.00405e-05,6.00405e-05,6.00405e-05,4
23,272.1,1.26901,4.82046,1.28734,0.52102,0.37387,0.38979,0.25591,1.33344,inf,1.27978,5.93891e-05,5.93891e-05,5.93891e-05,4
24,283.364,1.29116,4.95267,1.30121,0.51335,0.37853,0.39045,0.25764,1.33191,inf,1.28203,5.87124e-05,5.87124e-05,5.87124e-05,4
25,295.005,1.29512,4.90846,1.30755,0.526,0.37926,0.39047,0.25713,1.33057,inf,1.2814,5.80112e-05,5.80112e-05,5.80112e-05,4
26,305.43,1.25862,4.77135,1.28648,0.51825,0.38219,0.39044,0.25738,1.33061,inf,1.28062,5.72862e-05,5.72862e-05,5.72862e-05,4
27,316.085,1.27924,4.82721,1.29621,0.52039,0.38003,0.39439,0.25848,1.33121,inf,1.28315,5.6538e-05,5.6538e-05,5.6538e-05,4
28,328.633,1.24655,4.74806,1.27846,0.52504,0.37849,0.39398,0.25835,1.3325,inf,1.28576,5.57674e-05,5.57674e-05,5.57674e-05,4
29,339.055,1.26662,4.73786,1.28959,0.53875,0.37484,0.39403,0.25851,1.33269,inf,1.28198,5.49752e-05,5.49752e-05,5.49752e-05,4
30,349.871,1.24659,4.70381,1.27713,0.53456,0.37397,0.39353,0.25871,1.33035,inf,1.27982,5.41621e-05,5.41621e-05,5.41621e-05,4
31,362.279,1.23782,4.64015,1.27175,0.53774,0.37407,0.39381,0.25896,1.33056,inf,1.27927,5.33289e-05,5.33289e-05,5.33289e-05,4
32,374.215,1.248,4.65781,1.2779,0.53416,0.38087,0.39471,0.26023,1.33213,inf,1.28024,5.24765e-05,5.24765e-05,5.24765e-05,4
33,383.859,1.24634,4.58256,1.27687,0.53619,0.38024,0.39648,0.26004,1.33373,inf,1.28111,5.16057e-05,5.16057e-05,5.16057e-05,4
34,393.642,1.24804,4.68481,1.28731,0.53818,0.37465,0.39528,0.25915,1.33298,inf,1.27892,5.07174e-05,5.07174e-05,5.07174e-05,4
35,406.399,1.24421,4.62958,1.27655,0.51226,0.39028,0.39537,0.25965,1.33231,inf,1.28009,4.98124e-05,4.98124e-05,4.98124e-05,4
36,417.079,1.24092,4.66974,1.27981,0.51435,0.39002,0.39745,0.26076,1.33108,inf,1.28041,4.88916e-05,4.88916e-05,4.88916e-05,4
37,429.221,1.23827,4.51856,1.26516,0.52288,0.3842,0.39575,0.26065,1.33254,inf,1.28246,4.7956e-05,4.7956e-05,4.7956e-05,4
38,439.955,1.21993,4.54379,1.26722,0.53145,0.38328,0.39546,0.26004,1.33439,inf,1.2841,4.70064e-05,4.70064e-05,4.70064e-05,4
39,451.257,1.23081,4.58703,1.27322,0.52503,0.38398,0.39391,0.25914,1.3324,inf,1.28292,4.60439e-05,4.60439e-05,4.60439e-05,4
40,462.68,1.24101,4.63759,1.28064,0.52667,0.38032,0.39483,0.25855,1.33232,inf,1.28236,4.50692e-05,4.50692e-05,4.50692e-05,4
41,473.775,1.20275,4.53972,1.25935,0.53078,0.37975,0.39317,0.25905,1.33343,inf,1.28423,4.40835e-05,4.40835e-05,4.40835e-05,4
